"grdc.id"	"basin.set"	"reservoir"	"capacity_km3"	"surface.area_km2"	"mean.depth_m"	"mean.inflow_km3d"
"187"	"X4119452"	"behavioural"	"non-irrigation"	0.168999999761581	6	28.1666666269302	0.0369429551064968
"188"	"X4119452"	"behavioural"	"non-irrigation"	0.164100006222725	19	8.636842432775	0.305428951978683
"189"	"X4119101"	"additional"	"non-irrigation"	0.678399980068207	248	2.73548379059761	0.0511144250631332
"190"	"X4119101"	"additional"	"non-irrigation"	0.40090000629425	4	100.225001573563	0.001063262228854
"191"	"X4119101"	"additional"	"non-irrigation"	0.149299994111061	8	18.6624992638826	0.00360842188820243
"192"	"X4119101"	"additional"	"non-irrigation"	0.838800013065338	412	2.03592236180907	0.0364234261214733
"193"	"X4119101"	"additional"	"non-irrigation"	0.0553000010550022	5	11.0600002110004	0.0390584580600262
"194"	"X4119101"	"additional"	"non-irrigation"	0.148000001907349	1	148.000001907349	0.131987124681473
"195"	"X4119101"	"additional"	"non-irrigation"	0.097900003194809	29	3.37586217913134	0.0207581873983145
"196"	"X4119080"	"additional"	"non-irrigation"	0.066100001335144	34	1.94411768632777	0.00379775278270245
"197"	"X4119080"	"additional"	"non-irrigation"	0.0177999995648861	3	5.93333318829536	0.37570708990097
"198"	"X4125050"	"behavioural"	"non-irrigation"	0.393400013446808	9	43.7111126052009	0.0421930886805058
"199"	"X4125050"	"behavioural"	"non-irrigation"	0.316300004720688	8	39.537500590086	0.039218682795763
"200"	"X4125050"	"behavioural"	"non-irrigation"	0.0487999990582466	4	12.1999997645617	0.00164937530644238
"201"	"X4125050"	"behavioural"	"non-irrigation"	0.0197999998927116	1	19.7999998927116	0.00147906027268618
"202"	"X4125050"	"behavioural"	"non-irrigation"	0.416900008916855	16	26.0562505573034	0.0171487741172314
"203"	"X4125050"	"behavioural"	"non-irrigation"	1.92330002784729	114	16.8710528758534	0.278858125209808
"204"	"X4123131"	"additional"	"non-irrigation"	0.188800007104874	2	94.4000035524368	0.0809841528534889
"205"	"X4123131"	"additional"	"non-irrigation"	0.325100004673004	7	46.4428578104292	0.015521002933383
"206"	"X4123131"	"additional"	"non-irrigation"	0.0500000007450581	5	10.0000001490116	0.126492902636528
"207"	"X4123131"	"additional"	"non-irrigation"	0.45440000295639	10	45.440000295639	0.0126695018261671
"208"	"X4123131"	"additional"	"non-irrigation"	0.0452000014483929	4	11.3000003620982	0.00204518670216203
"209"	"X4123131"	"additional"	"non-irrigation"	0.0315000005066395	2	15.7500002533197	0.0019488570978865
"210"	"X4150331"	"additional"	"irrigation"	0.403699994087219	19	21.2473681098536	0.0207831282168627
"211"	"X4150331"	"additional"	"non-irrigation"	0.0399000011384487	5	7.98000022768974	0.000606030167546123
"212"	"X4150331"	"additional"	"non-irrigation"	0.120200000703335	11	10.9272727912123	0.000924052961636335
"213"	"X4119264"	"additional"	"non-irrigation"	0.0344999991357327	3	11.4999997119109	0.00156727840658277
"214"	"X4119440"	"behavioural"	"non-irrigation"	0.0838999971747398	2	41.9499985873699	0.00506213959306479
"215"	"X4119440"	"behavioural"	"non-irrigation"	0.294800013303757	60	4.91333355506261	0.0671349465847015
"216"	"X4119440"	"behavioural"	"non-irrigation"	0.283699989318848	55	5.15818162397905	0.05222287774086
"217"	"X4119440"	"behavioural"	"non-irrigation"	0.0555000007152557	8	6.93750008940697	0.00405898736789823
"218"	"X4119440"	"behavioural"	"non-irrigation"	0.0582000017166138	7	8.31428595951625	0.156741783022881
"219"	"X4119440"	"behavioural"	"non-irrigation"	0.0566999986767769	11	5.15454533425244	0.271422803401947
"220"	"X4119440"	"behavioural"	"non-irrigation"	0.0284000001847744	1	28.4000001847744	0.100591026246548
"221"	"X4119440"	"behavioural"	"non-irrigation"	0.0690999999642372	20	3.45499999821186	0.382416188716888
"222"	"X4120903"	"additional"	"irrigation"	0.0328000001609325	1	32.8000001609325	0.000926064560189843
"223"	"X4120903"	"additional"	"non-irrigation"	0.0518999993801117	13	3.99230764462398	0.147866383194923
"224"	"X4120903"	"additional"	"irrigation"	0.0719999969005585	2	35.9999984502792	0.0186876002699137
"225"	"X4120903"	"additional"	"irrigation"	0.217800006270409	18	12.100000348356	0.0421666279435158
"226"	"X4120903"	"additional"	"non-irrigation"	0.648299992084503	48	13.5062498350938	0.0908718630671501
"227"	"X4120903"	"additional"	"non-irrigation"	0.0733999982476234	2	36.6999991238117	0.10155638307333
"228"	"X4120903"	"additional"	"irrigation"	0.164100006222725	14	11.7214290159089	0.0348270907998085
"229"	"X4123063"	"behavioural"	"non-irrigation"	0.942399978637695	22	42.8363626653498	0.0459727495908737
"230"	"X4123063"	"behavioural"	"non-irrigation"	0.238600000739098	10	23.8600000739098	0.149615034461021
"231"	"X4123063"	"behavioural"	"non-irrigation"	0.835099995136261	21	39.7666664350601	0.050118301063776
"232"	"X4123063"	"behavioural"	"non-irrigation"	3.14779996871948	88	35.7704541899941	0.198627829551697
"233"	"X4123063"	"behavioural"	"non-irrigation"	1.90079998970032	71	26.7718308408495	0.452802181243896
"234"	"X4123063"	"behavioural"	"non-irrigation"	1.90079998970032	64	29.6999998390675	0.526626229286194
"235"	"X4123063"	"behavioural"	"non-irrigation"	0.0197000000625849	1	19.7000000625849	0.00405217101797462
"236"	"X4123063"	"behavioural"	"non-irrigation"	0.155399993062019	17	9.14117606247173	0.248646810650826
"237"	"X4123063"	"behavioural"	"non-irrigation"	0.576799988746643	99	5.82626251259235	1.16510045528412
"238"	"X4123063"	"behavioural"	"non-irrigation"	0.0209999997168779	0	0	0.0536822900176048
"239"	"X4123063"	"behavioural"	"non-irrigation"	1.44930005073547	120	12.0775004227956	2.04040431976318
"240"	"X4123063"	"behavioural"	"non-irrigation"	0.0267999991774559	1	26.7999991774559	0.0100567098706961
"241"	"X4123063"	"behavioural"	"non-irrigation"	0.0507000014185905	1	50.7000014185905	0.31819885969162
"242"	"X4123063"	"behavioural"	"non-irrigation"	0.0432000011205673	1	43.2000011205673	0.277212411165237
"243"	"X4123063"	"behavioural"	"non-irrigation"	1.77989995479584	24	74.1624981164932	0.272864162921906
"244"	"X4123063"	"behavioural"	"non-irrigation"	0.188199996948242	7	26.8857138497489	0.0174973588436842
"245"	"X4123063"	"behavioural"	"non-irrigation"	0.155399993062019	4	38.8499982655048	0.017874063923955
"246"	"X4123063"	"behavioural"	"non-irrigation"	0.0828000009059906	5	16.5600001811981	0.00892936438322067
"247"	"X4123063"	"behavioural"	"non-irrigation"	0.0427000001072884	1	42.7000001072884	0.0178007744252682
"248"	"X4123063"	"behavioural"	"non-irrigation"	0.90939998626709	111	8.19279266907288	2.56549000740051
"249"	"X4123063"	"behavioural"	"non-irrigation"	0.102700002491474	6	17.1166670819124	0.0854229182004929
"250"	"X4123063"	"behavioural"	"non-irrigation"	0.0712999999523163	3	23.7666666507721	0.179993659257889
"251"	"X4123063"	"behavioural"	"non-irrigation"	0.535300016403198	12	44.6083347002665	0.167410373687744
"252"	"X4123063"	"behavioural"	"non-irrigation"	0.296700000762939	21	14.1285714649019	0.0328300818800926
"253"	"X4123063"	"behavioural"	"non-irrigation"	0.215000003576279	7	30.7142862251827	0.0436522625386715
"254"	"X4123063"	"behavioural"	"non-irrigation"	0.241600006818771	9	26.8444452020857	0.0521303415298462
"255"	"X4126750"	"additional"	"non-irrigation"	0.0780000016093254	3	26.0000005364418	0.00213617039844394
"256"	"X4126750"	"additional"	"non-irrigation"	0.0198999997228384	1	19.8999997228384	0.00259887496940792
"257"	"X4120200"	"additional"	"irrigation"	0.128299996256828	11	11.663636023348	0.000290241674520075
"258"	"X4120200"	"additional"	"irrigation"	0.126900002360344	11	11.5363638509404	0.0115704853087664
"259"	"X4120200"	"additional"	"irrigation"	0.0976999998092651	14	6.97857141494751	0.00025262197596021
"260"	"X4147651"	"behavioural"	"non-irrigation"	0.014299999922514	1	14.299999922514	0.00292435917071998
"261"	"X4147651"	"behavioural"	"non-irrigation"	0.160199999809265	3	53.3999999364217	0.0126010226085782
"262"	"X4147651"	"behavioural"	"non-irrigation"	0.0309999994933605	2	15.4999997466803	0.00943188648670912
"263"	"X4146270"	"additional"	"non-irrigation"	0.0813999995589256	2	40.6999997794628	0.0084054721519351
"264"	"X4146270"	"additional"	"irrigation"	0.137299999594688	4	34.3249998986721	0.00344802415929735
"265"	"X4146270"	"additional"	"irrigation"	0.257099986076355	3	85.699995358785	0.0141752250492573
"266"	"X4146270"	"additional"	"non-irrigation"	0.0944000035524368	4	23.6000008881092	0.00659731402993202
"267"	"X4146270"	"additional"	"irrigation"	0.0247000008821487	1	24.7000008821487	0.00254943454638124
"268"	"X4146270"	"additional"	"non-irrigation"	0.283699989318848	8	35.462498664856	0.00436710193753242
"269"	"X4146270"	"additional"	"non-irrigation"	0.0458000004291534	2	22.9000002145767	0.0548950955271721
"270"	"X4146270"	"additional"	"irrigation"	0.0500999987125397	2	25.0499993562698	0.00244564469903708
"271"	"X4147950"	"behavioural"	"non-irrigation"	0.0175000000745058	1	17.5000000745058	0.00325151882134378
"272"	"X4147950"	"behavioural"	"non-irrigation"	0.0307000000029802	1	30.7000000029802	0.00166869023814797
"273"	"X4145190"	"behavioural"	"non-irrigation"	0.0219999998807907	1	21.9999998807907	0.0083289910107851
"274"	"X4145190"	"behavioural"	"non-irrigation"	0.188999995589256	5	37.7999991178513	0.00932813808321953
"275"	"X4145190"	"behavioural"	"non-irrigation"	0.0843999981880188	4	21.0999995470047	0.00840079598128796
"276"	"X4145190"	"behavioural"	"non-irrigation"	0.215900003910065	6	35.9833339850108	0.00956870149821043
"277"	"X4147490"	"behavioural"	"non-irrigation"	0.0182000007480383	1	18.2000007480383	0.010417765006423
"278"	"X4131500"	"behavioural"	"non-irrigation"	0.139799997210503	63	2.21904757476988	0.0126848882064223
"279"	"X4131500"	"behavioural"	"non-irrigation"	0.264499992132187	68	3.88970576664981	0.0634169057011604
"280"	"X4131500"	"behavioural"	"non-irrigation"	0.184499993920326	70	2.6357141988618	0.187293037772179
"281"	"X4131500"	"behavioural"	"non-irrigation"	0.788900017738342	92	8.57500019280807	0.0316697768867016
"282"	"X4149950"	"additional"	"non-irrigation"	0.0542999990284443	18	3.01666661269135	0.00518637243658304
"283"	"X4149950"	"additional"	"non-irrigation"	0.0450000017881393	0	0	0.00132352369837463
"284"	"X4146210"	"behavioural"	"non-irrigation"	0.191799998283386	6	31.9666663805644	0.0147343743592501
"285"	"X4146210"	"behavioural"	"non-irrigation"	0.553799986839294	8	69.2249983549118	0.0171953123062849
"286"	"X4356280"	"behavioural"	"irrigation"	0.150000005960464	4	37.5000014901161	0.00965994130820036
"287"	"X4356280"	"behavioural"	"irrigation"	0.324000000953674	5	64.8000001907349	0.0136765502393246
"288"	"X4356280"	"behavioural"	"irrigation"	0.17399999499321	3	57.9999983310699	0.0150194158777595
"289"	"X4214040"	"additional"	"non-irrigation"	53.7900009155273	3235	16.6275118749698	1.84828913211823
"290"	"X4151805"	"additional"	"irrigation"	0.0392000004649162	1	39.2000004649162	0.000835928891319782
"291"	"X4151805"	"additional"	"irrigation"	0.0608999989926815	1	60.8999989926815	0.00113330129534006
"292"	"X4151805"	"additional"	"irrigation"	0.090999998152256	2	45.499999076128	0.0112585825845599
"293"	"X4145700"	"behavioural"	"non-irrigation"	0.0144999995827675	1	14.4999995827675	0.0412562601268291
"294"	"X4145700"	"behavioural"	"non-irrigation"	0.0185000002384186	0	0	0.00498225074261427
"295"	"X4145700"	"behavioural"	"non-irrigation"	0.0520999990403652	1	52.0999990403652	0.00197650119662285
"296"	"X4147710"	"behavioural"	"non-irrigation"	0.0199999995529652	2	9.99999977648258	0.00316566275432706
"297"	"X4147710"	"behavioural"	"non-irrigation"	0.217099994421005	4	54.2749986052513	0.0370503403246403
"298"	"X4149405"	"behavioural"	"non-irrigation"	0.525499999523163	25	21.0199999809265	0.177993282675743
"299"	"X4149410"	"behavioural"	"non-irrigation"	0.222000002861023	25	8.88000011444092	0.0150903575122356
"300"	"X4149410"	"behavioural"	"non-irrigation"	0.0163000002503395	5	3.2600000500679	0.0333309024572372
"301"	"X4149410"	"behavioural"	"non-irrigation"	0.0263999998569489	1	26.3999998569489	0.00410192692652345
"302"	"X4149410"	"behavioural"	"non-irrigation"	0.0234999991953373	9	2.61111102170414	0.153832018375397
"303"	"X4149410"	"behavioural"	"non-irrigation"	2.06080007553101	62	33.2387108956614	0.140890449285507
"304"	"X4149410"	"behavioural"	"non-irrigation"	0.0388999991118908	5	7.77999982237816	0.270971268415451
"305"	"X4149410"	"behavioural"	"non-irrigation"	0.0116999996826053	0	0	0.00700131524354219
"306"	"X4149410"	"behavioural"	"non-irrigation"	0.0733999982476234	9	8.15555536084705	0.564446747303009
"307"	"X4149410"	"behavioural"	"non-irrigation"	0.0175000000745058	0	0	0.00319618172943592
"308"	"X4149410"	"behavioural"	"non-irrigation"	0.222000002861023	18	12.3333334922791	0.0367839597165585
"309"	"X4149410"	"behavioural"	"non-irrigation"	0.0127999996766448	1	12.7999996766448	0.00649920245632529
"310"	"X4150605"	"additional"	"non-irrigation"	2.38299989700317	68	35.0441161323996	0.0396370477974415
"311"	"X4150605"	"additional"	"non-irrigation"	2.56909990310669	65	39.5246138939491	0.0528598614037037
"312"	"X4150605"	"additional"	"non-irrigation"	0.935999989509583	21	44.5714280718849	0.0260454323142767
"313"	"X4148230"	"behavioural"	"non-irrigation"	0.0443999990820885	2	22.1999995410442	0.00183109403587878
"314"	"X4148230"	"behavioural"	"non-irrigation"	0.0302000008523464	2	15.1000004261732	0.00402777129784226
"315"	"X4148230"	"behavioural"	"non-irrigation"	0.0284000001847744	3	9.46666672825813	0.00524577079340816
"316"	"X4148230"	"behavioural"	"non-irrigation"	2.03099989891052	37	54.8918891597438	0.0897154733538628
"317"	"X4231620"	"behavioural"	"non-irrigation"	0.119499996304512	9	13.277777367168	0.0146003477275372
"318"	"X4148720"	"behavioural"	"non-irrigation"	0.0227000005543232	3	7.56666685144107	0.0053113684989512
"319"	"X4148720"	"behavioural"	"non-irrigation"	0.0366999991238117	2	18.3499995619059	0.00242213392630219
"320"	"X4148720"	"behavioural"	"non-irrigation"	0.131999999284744	9	14.6666665871938	0.140532448887825
"321"	"X4148720"	"behavioural"	"non-irrigation"	0.727800011634827	69	10.5478262555772	0.170650631189346
"322"	"X4148720"	"behavioural"	"non-irrigation"	0.604399979114532	37	16.335134570663	0.232893615961075
"323"	"X4148720"	"behavioural"	"non-irrigation"	0.033100001513958	1	33.100001513958	0.0019748411141336
"324"	"X4148720"	"behavioural"	"non-irrigation"	0.0531000010669231	5	10.6200002133846	0.0144253866747022
"325"	"X4146180"	"behavioural"	"non-irrigation"	0.0900000035762787	7	12.8571433680398	0.0309338085353374
"326"	"X4148091"	"behavioural"	"non-irrigation"	0.0284000001847744	2	14.2000000923872	0.00159780192188919
"327"	"X4148091"	"behavioural"	"non-irrigation"	0.0141000002622604	0	0	0.00131294142920524
"328"	"X4148091"	"behavioural"	"non-irrigation"	1.40859997272491	71	19.8394362355622	0.0885672867298126
"329"	"X4148091"	"behavioural"	"non-irrigation"	0.11710000038147	8	14.6375000476837	0.13261516392231
"330"	"X4243240"	"additional"	"non-irrigation"	0.0209999997168779	2	10.499999858439	0.00380702526308596
"331"	"X4243240"	"additional"	"non-irrigation"	0.108499996364117	2	54.2499981820583	0.00388435693457723
"332"	"X4243240"	"additional"	"non-irrigation"	0.139400005340576	7	19.9142864772252	0.00648221559822559
"333"	"X4243240"	"additional"	"non-irrigation"	2.77530002593994	113	24.5601772207074	0.0133434403687716
"334"	"X4243240"	"additional"	"non-irrigation"	0.0272000003606081	2	13.6000001803041	0.00314747355878353
"335"	"X4147501"	"additional"	"non-irrigation"	0.209999993443489	16	13.1249995902181	0.0151300076395273
"336"	"X4147501"	"additional"	"non-irrigation"	0.0509000010788441	6	8.48333351314068	0.00312451831996441
"337"	"X4147501"	"additional"	"non-irrigation"	1.00329995155334	99	10.1343429449833	0.178184553980827
"338"	"X4147501"	"additional"	"non-irrigation"	0.0397999994456768	2	19.8999997228384	0.41243389248848
"339"	"X4147501"	"additional"	"non-irrigation"	0.0138999996706843	1	13.8999996706843	0.425645977258682
"340"	"X4214515"	"additional"	"non-irrigation"	0.0456000007688999	5	9.12000015377998	0.700378060340881
"341"	"X4214515"	"additional"	"non-irrigation"	1.64999997615814	974	1.69404515005969	0.348795473575592
"342"	"X4214515"	"additional"	"non-irrigation"	0.392300009727478	37	10.6027029656075	0.0686368942260742
"343"	"X4149300"	"behavioural"	"non-irrigation"	0.0733999982476234	14	5.24285701768739	0.0337631367146969
"344"	"X4145080"	"behavioural"	"non-irrigation"	0.352100014686584	17	20.7117655697991	0.0709985345602036
"345"	"X4145080"	"behavioural"	"non-irrigation"	0.111000001430511	2	55.5000007152557	0.316357314586639
"346"	"X4145080"	"behavioural"	"non-irrigation"	1.79190003871918	35	51.1971439634051	0.29929131269455
"347"	"X4145080"	"behavioural"	"non-irrigation"	0.200599998235703	7	28.6571426051004	0.116680063307285
"348"	"X4243580"	"additional"	"non-irrigation"	24.3500003814697	549	44.3533704580505	0.932022213935852
"349"	"X4243580"	"additional"	"non-irrigation"	0.215000003576279	9	23.8888892862532	0.957148671150208
"350"	"X4148050"	"behavioural"	"non-irrigation"	0.0463000014424324	1	46.3000014424324	0.00225833617150784
"351"	"X4148050"	"behavioural"	"non-irrigation"	0.0617000013589859	1	61.7000013589859	0.0233279224485159
"352"	"X4148050"	"behavioural"	"non-irrigation"	0.519900023937225	8	64.9875029921532	0.0212325416505337
"353"	"X4148050"	"behavioural"	"non-irrigation"	0.024100000038743	1	24.100000038743	0.00198676157742739
"354"	"X4148050"	"behavioural"	"non-irrigation"	0.0623999983072281	6	10.3999997178713	0.00256560323759913
"355"	"X4147601"	"behavioural"	"non-irrigation"	0.55510002374649	16	34.6937514841557	0.0159247666597366
"356"	"X4147601"	"behavioural"	"non-irrigation"	0.752099990844727	19	39.5842100444593	0.04842709004879
"357"	"X4147601"	"behavioural"	"non-irrigation"	0.175200000405312	4	43.8000001013279	0.0235964767634869
"358"	"X4147601"	"behavioural"	"non-irrigation"	0.0833000019192696	3	27.7666673064232	0.0131998723372817
"359"	"X4147601"	"behavioural"	"non-irrigation"	0.333000004291534	21	15.8571430615016	0.0673809722065926
"360"	"X4147601"	"behavioural"	"non-irrigation"	0.024100000038743	1	24.100000038743	0.0160088762640953
"361"	"X4150310"	"behavioural"	"non-irrigation"	1.39300000667572	30	46.4333335558573	0.0391674265265465
"362"	"X4126701"	"behavioural"	"non-irrigation"	4.63880014419556	144	32.2138898902469	0.135547578334808
"363"	"X4126701"	"behavioural"	"non-irrigation"	0.225899994373322	21	10.7571425892058	0.167598053812981
"364"	"X4126701"	"behavioural"	"non-irrigation"	0.0410999990999699	4	10.2749997749925	0.174010798335075
"365"	"X4126701"	"behavioural"	"non-irrigation"	1.69860005378723	45	37.7466678619385	0.07201237231493
"366"	"X4126701"	"behavioural"	"non-irrigation"	0.740800023078918	22	33.672728321769	0.0459558144211769
"367"	"X4136400"	"behavioural"	"non-irrigation"	0.314999997615814	206	1.52912620201852	0.20637908577919
"368"	"X4136400"	"behavioural"	"non-irrigation"	0.13570000231266	34	3.99117653860765	0.00517744058743119
"369"	"X4136400"	"behavioural"	"non-irrigation"	0.292400002479553	173	1.6901734247373	0.0648127198219299
"370"	"X4136400"	"behavioural"	"non-irrigation"	0.817799985408783	171	4.78245605502212	0.0701067224144936
"371"	"X4136400"	"behavioural"	"non-irrigation"	0.0791999995708466	26	3.04615382964794	0.020261000841856
"372"	"X4136400"	"behavioural"	"non-irrigation"	0.0590999983251095	8	7.38749979063869	0.00276968954131007
"373"	"X4136400"	"behavioural"	"non-irrigation"	0.203500002622604	46	4.4239131004914	0.0177495870739222
